uuid,name,lon,lat
academy_46,강남용문보습학원,127.023732,37.4866417
academy_47,피엠지보습학원,127.012073,37.5021689
academy_48,반포한신보습학원,126.9947134,37.5054735
academy_49,에스오티어학원,127.0109714,37.4999431
academy_50,에스엠에스(SMS)서울실용음악학원,127.0229255,37.5042866
academy_51,영재과학보습학원,127.020806,37.5037644
academy_52,파고다원강남학원,127.0262296,37.4998086
academy_53,멘토(Mentor)독서실,126.9889501,37.4933593
academy_54,윤영숙수학전문학원,126.9831156,37.4933092
academy_55,현재어학원,127.010651,37.5010848
academy_56,메디치보습학원,127.0100772,37.5162716
academy_57,퍼스널학원,127.012073,37.5021689
academy_59,폴리아수학학원,126.9889501,37.4933593
academy_60,오예스영어학원,127.0007575,37.4788267
academy_61,새롬공인중개사학원,127.0282432,37.494536
academy_62,진선생어학원,127.0104593,37.5018941
academy_63,서초무용학원,127.0259319,37.4922553
academy_64,샘밭미술학원,126.996292,37.4847087
academy_65,참좋은음악학원,127.0217403,37.5015015
academy_66,으뜸창조미술학원,127.0021861,37.5057261
academy_67,하선정요리학원,127.0021176,37.5049236
academy_68,잠원씨앤에이논술보습학원,127.008056,37.5074515
academy_69,코트라아카데미경영학원,127.0447446,37.465071
academy_70,장수경어학원,127.0285595,37.4928176
academy_71,선재보습학원,127.0048897,37.5065508
academy_72,브릭앤멘사영재학원,126.9864195,37.4981942
academy_73,모든이피아노교습소,127.0072402,37.4870539
academy_74,중앙법률사무교육학원,127.0091504,37.487971
academy_75,코몽드피부미용학원,127.0178219,37.5157146
academy_76,유진벨어학학원,127.0185822,37.4939335
academy_77,파워플러스영어학원,127.0111962,37.5017651
academy_78,반포탐구와은유학원,127.0102777,37.5019467
academy_79,포스트공연영상학원,127.0396562,37.4846187
academy_80,하윤미술교습소,126.9910431,37.4747975
academy_81,아이파경영학원,127.0190938,37.4945865
academy_82,유로센터독어교습소,127.0189044,37.5168409
academy_83,어셔어학원,127.0036799,37.5082166
academy_84,더블유에스에이피디피와인아카데미학원,127.0177225,37.5103525
academy_85,문클라리넷교습소,127.0048897,37.5065508
academy_86,더오름수학학원,127.0104685,37.5012004
academy_87,그림재미미술교습소,127.0190881,37.498479
academy_88,이찬이대학편입학원,127.0168439,37.4936848
academy_89,박문각강남고시학원,127.024742,37.4985349
academy_90,한우리서초독서논술학원,127.0092948,37.5035783
academy_91,오승은과학전문과학교습소,126.9845826,37.4910332
academy_92,시그마수학학원,126.9915887,37.4930845
academy_93,최고수학학원,126.9871492,37.5011109
academy_94,잼앤클래식음악교습소,127.0143407,37.5197943
academy_95,피아노포르테피아노교습소,127.0000133,37.5049688
academy_96,서초이화바이올린교습소,127.0174633,37.4999252
academy_97,아이비수학교습소,127.0174633,37.4999252
academy_98,반포향상피아노교습소,126.9947134,37.5054735
academy_99,이엔아이피아노교습소,127.0021861,37.5057261
academy_100,팝스터디학원,127.0035592,37.5087922
academy_101,파머스영어교습소,126.9850255,37.4791972
academy_102,클래식피아노교습소,127.0217403,37.5015015
academy_103,소르본보습학원,127.0095874,37.4985529
academy_104,와이즈만영재교육방배본원학원,126.9949443,37.4738937
academy_105,거성영어학원,127.0248042,37.4911468
academy_106,째즈탑아카데미실용음악학원,127.0277116,37.4910536
academy_107,반포세정3관학원,127.0021861,37.5057261
academy_108,아벨수학영어전문학원,126.9887935,37.4781302
academy_109,잠원바이올린교습소,127.006478,37.5070327
academy_110,헨리영어전문학원,127.0048897,37.5065508
academy_111,네오과학학원,127.0046736,37.4819233
academy_112,기파랑문해원서초학원,127.009858,37.5037543
academy_113,해바라기미술교습소,127.0127556,37.5130323
academy_114,은빛보습학원,127.0455977,37.4717637
academy_115,웅지학당시즌투학원,126.9892846,37.4911996
academy_116,지이에스성인고시학원,127.0210749,37.4840337
academy_117,채림미술교습소,127.0259319,37.4922553
academy_118,케이디에스부동산학원,127.0160676,37.492516
academy_119,이엠피뮤직슐레음악학원,127.0103877,37.5021819
academy_120,서초탑클래스학원,127.0042978,37.4821274
academy_121,에스비에스(SBS)아카데미컴퓨터아트학원,127.0265011,37.4980628
academy_122,석사음악원피아노교습소,127.0306961,37.4753638
academy_123,리딩키즈리딩클럽영어전문교습소,127.0311952,37.4743587
academy_124,제이앤피영어전문학원,127.0143407,37.5197943
academy_125,진체크패스영어보습학원,126.9918986,37.4910598
academy_126,엘리트리에스비어학원,127.0132085,37.497529
academy_127,아트앤빛미술교습소,127.0007679,37.4992716
academy_128,패스트레인정보통신학원,127.0357793,37.484506
academy_129,요미요미미술학원,127.0104441,37.5004794
academy_130,프라임음악교습소,126.9995807,37.4780508
academy_131,아카데미라운지서초독서실,127.0262233,37.4872299
academy_132,애플트리서초어학학원,127.0212667,37.4901263
academy_133,서초한나피아노교습소,127.0194018,37.4961119
academy_134,서이플룻교습소,127.0259319,37.4922553
academy_135,방배삼호해법수학교습소,126.9877635,37.496656
academy_136,손광균학원,127.0101926,37.5023965
academy_137,반포파인만학원,127.0104411,37.5007046
academy_138,스파르탄보습학원,127.0104765,37.5023088
academy_139,EMI영어교습소,126.993188,37.4893588
academy_140,세라아트도예학원,127.0001532,37.480903
academy_141,사랑이넘치는피아노학원,126.9861984,37.4869473
academy_142,아름다운음악교습소,126.9841985,37.485164
academy_143,현재스토리학원,127.0158903,37.4922442
academy_144,대치에프엠(FM)수학학원,127.0077216,37.4831474
academy_145,황후연국제교육학원,127.0465753,37.4731232
academy_146,수목미술교습소,126.9877635,37.496656
academy_147,서초실용음악학원,127.0137474,37.4961099
academy_148,생각하는그린나무미술교습소,126.9889501,37.4933593
academy_149,대림이엔아이피아노교습소,127.0100772,37.5162716
academy_150,비티비(BTB)아카데미학원,127.0075413,37.4831008
academy_151,조민정피아노교습소,127.0014445,37.5096033
academy_152,반포아너스영어학원,126.9832776,37.4963742
academy_153,다플교육센터통역학원,127.0100655,37.4888887
academy_154,김&김학원,126.99508,37.4848696
academy_155,엠에이에스수학교습소,127.012073,37.5021689
academy_156,이수형수학학원,127.0090872,37.483339
academy_157,비더블유에스강남와인학원,127.0369441,37.4624667
academy_158,문현선플로리스트학원,127.0321412,37.48517
academy_159,멜라뷰티학원,127.0425653,37.4684233
academy_160,서초수학교습소,127.0207994,37.4904108
academy_161,씨존만화학원,127.0317788,37.4869602
academy_162,빛과공간미술교습소,127.0014445,37.5096033
academy_163,최상위하다학원,127.0259319,37.4922553
academy_164,해커스어학원,127.0242235,37.4984044
academy_165,비트교육센터별관학원,127.02762,37.49463
academy_166,수연미술교습소,126.9880473,37.4957393
academy_167,이스프릿어학학원,127.0167676,37.51503
academy_168,프렌즈음악학원,126.9981571,37.4991414
academy_169,글로벌수학전문학원,127.042301,37.4731877
academy_170,서초에이프릴어학원,127.0111962,37.5017651
academy_171,엘리제음악교습소,127.0249371,37.4904901
academy_172,맹자희교습소,123.7417741,32.5220203
academy_173,황미숙교습소,127.0014497,37.4811843
academy_174,나순천교습소,123.7417741,32.5220203
academy_175,박진우교습소,126.9968778,37.5068525
academy_176,강정옥교습소,126.9968778,37.5068525
academy_177,전희정교습소,127.0115847,37.51004
academy_178,임은순교습소,127.0115847,37.51004
academy_179,박스란교습소,127.0115847,37.51004
academy_180,김경자교습소,127.0115847,37.51004
academy_181,강정자피아노,126.9937168,37.4836506
academy_182,한국속성한문교습소,127.0143407,37.5197943
academy_183,아이캔스피치&리더십센터교습소,127.0034252,37.506106
academy_184,덕암한문교습소,127.0322158,37.4749978
academy_185,방배발레아카데미무용교습소,127.0065231,37.4780193
academy_186,피아노친구피아노교습소,126.9856989,37.4787254
academy_187,두란노서예교습소,126.9861984,37.4869473
academy_188,명진피아노,126.9961583,37.4862484
academy_189,강남알프레드피아노교습소,127.0194018,37.4961119
academy_190,방배피아노,123.7417741,32.5220203
academy_191,클라비어피아노교습소,126.9838009,37.478619
academy_192,연세영어교습소,127.0259319,37.4922553
academy_193,비하우스바이올린교습,126.9869203,37.5021451
academy_194,비하우스첼로교습소,126.9869203,37.5021451
academy_195,새세잔미술교습소,127.0445078,37.4694662
academy_196,설악피아노교습소,127.0154635,37.5178575
academy_197,아마빌레플러스음악교습소,126.9831773,37.4895974
academy_198,신나는이화미술교습소,127.0417021,37.4793641
academy_199,신영피아노교습소,126.9863721,37.4832905
academy_200,피아노쥬이르음악교습소,127.0227407,37.5019783
academy_201,바로크음악교습소,127.0440268,37.473499
academy_202,하이러브음악교습소,126.9854482,37.492248
academy_203,피아노스토리음악교습소,127.0100772,37.5162716
academy_204,우수피아노교습소,127.0091328,37.4807444
academy_205,우암바이올린교습소,127.0247163,37.4709444
academy_206,조이풀음악교습소,126.9851723,37.4792074
academy_208,이화음악교습소,127.0174633,37.4999252
academy_209,비바체피아노교습소,127.0007679,37.4992716
academy_210,전민숙피아노,127.0000133,37.5049688
academy_211,창봉서예교습소,127.0250988,37.4710827
academy_212,글고운서예교습소,127.0090872,37.483339
academy_213,파가니니바이올린교습소,127.0143407,37.5197943
academy_214,푸른미술과외교습소,127.0249371,37.4904901
academy_215,하늘피아노교습소,127.0263178,37.4869243
academy_216,한겨례서예,127.0175436,37.5162349
academy_217,국악누리교습소,127.012073,37.5021689
academy_218,향촌서예교습소,126.9880473,37.4957393
academy_219,뮤직앤스토리음악교습소,126.992457,37.4823244
academy_220,반디과학전문학원,126.9915887,37.4930845
academy_221,도레미아카데미음악교습소,127.0277116,37.4910536
academy_222,도레미음악교습소,127.0277116,37.4910536
academy_223,멘토2관학원,126.9871492,37.5011109
academy_224,해커스어학원강남제1별관학원,127.024742,37.4985349
academy_225,방배지앤비영어전문학원,126.987608,37.4780119
academy_226,엘리트서초어학원,127.0102102,37.5002071
academy_227,세명학원,126.9869203,37.5021451
academy_228,그림마을미술교습소,127.0137011,37.5004886
academy_229,방배에이프릴어학원,126.9948913,37.4913556
academy_230,(주)방배청담어학원,126.9948913,37.4913556
academy_231,서래나무스즈키음악교습소,126.9877635,37.496656
academy_232,웰라잉글리쉬영어교습소,126.9995807,37.4780508
academy_233,반포친우음악교습소,127.0139482,37.5066358
academy_234,근육학아카데미학원,127.0307723,37.4869699
academy_235,이지스아카데미학원,126.9982734,37.4811214
academy_236,한자365한문교습소,127.0000133,37.5049688
academy_237,양재우사회교습소,127.0034252,37.506106
academy_238,호스코아카데미학원,127.0116421,37.4876674
academy_239,신애음악학원,127.0265924,37.4718519
academy_240,예음피아노교습소,126.9870974,37.4865225
academy_241,와룡국어교습소,127.0055318,37.5067454
academy_242,본스타트레이닝센터학원,127.0171001,37.5155464
academy_243,하이츠방배캠퍼스학원,126.991494,37.4917141
academy_244,해커스어학원강남제6별관학원,127.0243361,37.5010544
academy_245,심앤김국수시대학원,126.9972242,37.4826442
academy_246,청어람국어교습소,127.0259319,37.4922553
academy_247,베블렌수학학원,126.9828163,37.4870263
academy_248,한국공급관리교육학원,127.0126509,37.4840446
academy_249,동암한문교습소,127.0259319,37.4922553
academy_250,시그마2수학학원,126.9928708,37.4877162
academy_252,지니클리닉영어교습소,127.0248042,37.4911468
academy_253,비아이에스어학원,127.0113091,37.5000631
academy_254,잠원예랑미술학원,127.0035592,37.5087922
academy_255,시매쓰학원,127.0075413,37.4831008
academy_256,반포연세피아노교습소,126.9901309,37.5039297
academy_257,역사사고력논술교습소,126.9888745,37.4947733
academy_258,서초소마학원,127.0101914,37.5033426
academy_259,이룸수학교습소,127.0072892,37.5072738
academy_260,클라라슈만음악학원,127.044458,37.4733764
academy_261,가인학원,127.0109178,37.4997174
academy_263,씨지앤아이(CGNI)게임그래픽학원,127.0186909,37.4942678
academy_264,비와이피(BYP)보습학원,126.9835007,37.4907625
academy_265,아름재즈피아노교습소,127.0121453,37.4898162
academy_266,플래뮤서초미술학원,127.0100401,37.5036657
academy_267,지브이씨에스랭귀지프렙어학원,126.9911218,37.4975317
academy_268,엠케이영어교습소,127.0253957,37.4708599
academy_269,게이트서초어학학원,127.0212667,37.4901263
academy_270,토브국어교습소,127.0285717,37.4866365
academy_271,김수희과학보습학원,126.9983523,37.4997737
academy_272,강신백국어보습학원,126.9832776,37.4963742
academy_273,프리셀영어학원,127.0104441,37.5004794
academy_274,아이파재경교육학원,127.0198315,37.4943854
academy_275,메이저수학학원,127.0097136,37.5035548
academy_276,피아이서초어학원,127.0113091,37.5000631
academy_278,탐구와은유학원,127.0103877,37.5021819
academy_279,뜰아트미술교습소,127.024887,37.4917331
academy_280,이튼교육강남독학재수학원,127.028693,37.4929899
academy_281,반포해냄학원,127.0021861,37.5057261
academy_282,앙상블음악교습소,126.9871929,37.4769361
academy_283,이루트학원,127.0448006,37.4695497
academy_284,클라라피아노스튜디오교습소,127.0014445,37.5096033
academy_285,고트수학교습소,127.012073,37.5021689
academy_286,킹스타운서초어학원,126.9921857,37.4932608
academy_287,사비나아트미술교습소,127.0087853,37.5010511
academy_288,해커스어학원강남제3별관학원,127.0257595,37.4985613
academy_289,아트피디어미술교습소,127.0174633,37.4999252
academy_290,방배해법영어교습소,126.9870974,37.4865225
academy_291,알앤디잉글리쉬(R&D English)학원,127.0102248,37.5008109
academy_292,아세아실용음악학원,126.997063,37.4828591
academy_293,노정현수학반포본원학원,127.0105381,37.5027778
academy_294,제이플로리스트학원,126.9963681,37.4840877
academy_295,튜티음악교습소,127.0130338,37.518531
academy_296,와일본어교육원일본어교습소,127.0034252,37.506106
academy_297,리드101잠원반원학원,127.0035592,37.5087922
academy_298,허은주국어교습소,127.0190881,37.498479
academy_299,엠플러스수학학원,126.9858162,37.4876108
academy_300,서초1관정상어학원,127.0116466,37.5010571
academy_301,서초심슨학원,127.0174633,37.4999252
academy_302,서순영국어논술학원,126.9823825,37.4831661
academy_303,블루북스리딩학원,127.0098927,37.5071155
academy_304,노리터(Noriter)잉글리시영어교습소,126.9882964,37.4932005
academy_306,성음피아노교습소,126.996184,37.4851764
academy_307,열린생각서초수학교습소,127.0098364,37.48312
academy_308,세린(S.E.C)어학원,126.99166,37.4903009
academy_309,에이치씨엠에스학원,126.9854783,37.479156
academy_310,아레네스(R&S)수학전문학원,126.9940788,37.4886996
academy_311,에프엑스(f(x))수학학원,127.0072892,37.5072738
academy_312,선바이올린교습소,127.0259319,37.4922553
academy_313,예랑미술학원,127.0235582,37.4713223
academy_314,대한논리방배학원,126.9956206,37.4841804
academy_315,멘토수학전문교습소,126.9894806,37.4925979
academy_316,지승학원,126.9830606,37.4906957
academy_317,에이플영어학원,127.0454002,37.4721856
academy_318,튼튼영어서초3동마스터클럽영어교습소,127.0087712,37.4875713
academy_319,솔기타교습소,126.9954312,37.4831246
academy_320,잉글리쉬부띠끄어학원,127.0102675,37.5010005
academy_321,문사탐학원,127.0150671,37.4963732
academy_322,이지솔루션학원,127.0052559,37.4823517
academy_323,선과색미술교습소,127.0000656,37.4772981
academy_324,아이엘음악학원,126.9894204,37.4953816
academy_325,예향피아노교습소,127.0393573,37.4823546
academy_326,수아체학원,126.9965901,37.4835579
academy_327,케이디(KD)영어전문학원,127.0083647,37.4832519
academy_328,펜타스과학전문학원,127.0021861,37.5057261
academy_329,뮤직스트리트음악교습소,126.9851703,37.4801896
academy_330,뮤니크피아노교습소,127.0104456,37.5003622
academy_331,이이엘씨(eelc)킨더어학원,127.009672,37.5032751
academy_332,피아노사랑음악교습소,127.0174633,37.4999252
academy_333,선생님따라잡기학원,127.0174633,37.4999252
academy_334,훈수학교습소,126.9869203,37.5021451
academy_335,제네시스수학학원,126.9921868,37.5041184
academy_336,서초연세피아노교습소,127.0174633,37.4999252
academy_337,서초삼호해법수학교습소,127.020749,37.501196
academy_338,티아이연기학원,127.0186302,37.5161808
academy_339,천년의미소미술학원,126.9978229,37.4818384
academy_340,튼튼영어마스터클럽이상수학학원,127.0217403,37.5015015
academy_341,비너세움아카데미학원,127.0333061,37.4851435
academy_342,존앤섹션아카데미코리아학원,127.0167676,37.51503
academy_343,반포비전매쓰학원,127.0072892,37.5072738
academy_344,이탑수학교습소,127.0115158,37.5144095
academy_345,빅토리아잉글리쉬영어교습소,126.999775,37.4795933
academy_346,이에스엘(E.S.L)영어학원,127.026533,37.4877641
academy_347,권박사학원,127.0011202,37.5059333
academy_348,김쌤최강영어교습소,126.9834198,37.491726
academy_349,아렌디독서논술교습소,127.0259319,37.4922553
academy_350,전원주니어미술학원,127.0008014,37.5043898
academy_351,알타이탈리아어학원,127.0172563,37.4932828
academy_352,스카이엠(SKYM)수학학원,127.0440268,37.473499
academy_353,서연고학원,127.0041177,37.4829188
academy_354,가람하지혜언어전문학원,126.9949492,37.4861931
academy_355,사파사진학원,127.0149656,37.4920473
academy_356,엘림영어교습소,127.0115158,37.5144095
academy_357,잼실용음악학원,126.9821765,37.4750098
academy_358,맨투스명성학원,127.0174633,37.4999252
academy_359,한국발레하우스무용학원,126.993106,37.4803025
academy_360,놀이공작실미술교습소,127.0276521,37.4886653
academy_361,미술로생각하기학원,127.0252999,37.49216
academy_362,눈높이러닝센터방배제1보습학원,126.9949526,37.4850938
academy_363,이지엠학원,127.0474431,37.4724454
academy_364,엔조이씨지(Enjoy CG)학원,127.0139417,37.4890743
academy_365,생각하는힘수학교습소,127.0174633,37.4999252
academy_366,루이독서논술교습소,127.0464189,37.4720857
academy_367,능률주니어랩학원,127.0441187,37.4698325
academy_368,이강토혁신수학교습소,127.0000656,37.4772981
academy_369,한올국어논술학원,126.9831702,37.4942918
academy_370,미소꽃예술학원,127.0562945,37.4473228
academy_371,토토빌놀이학원,127.0102102,37.5002071
academy_372,뮤직필리아음악학원,126.9943195,37.4850884
academy_373,수해법수학교습소,127.0141834,37.5154139
academy_374,윈첼영어교습소,127.0236865,37.4970845
academy_375,케이원건축학원,127.0398975,37.4843233
academy_376,뮤직시티실용음악학원,126.9830484,37.4915966
academy_377,정수학교습소,127.029503,37.4863198
academy_378,엠지수학교습소,127.0190881,37.498479
academy_379,쎄컨투넌영어교습소,127.0095874,37.4985529
academy_380,한국전통주교육학원,126.9994362,37.4812574
academy_381,(주)누리마루학원,127.0174565,37.4935367
academy_382,양재어썸기타학원,127.030523,37.4852649
academy_383,시대인재반포센터수학스쿨별관학원,127.0055318,37.5067454
academy_384,브리꼴라주미술교습소,126.9894806,37.4925979
academy_385,홍소랑영어교습소,127.0034252,37.506106
academy_386,한국예술뷰티아카데미학원,127.0214968,37.5097621
academy_387,반포새움학원,127.0055318,37.5067454
academy_388,윤선생영어숲반포학원,127.0140655,37.4951394
academy_389,애너하임영어교습소,126.9894204,37.4953816
academy_390,엔알부동산아카데미학원,127.0128276,37.4946785
academy_391,비씨컬리지잇서초어학원,127.0160253,37.4819463
academy_392,씨엠에스서초제2본원학원,126.983763,37.4972794
academy_393,피아이에프(PIF)서초관영어학원,127.008196,37.4831874
academy_394,위즈무용학원,126.9962238,37.4830412
academy_395,에이스요리학원,127.0260121,37.500014
academy_396,알파수학교습소,126.984064,37.479225
academy_397,미키어학원,127.0168364,37.4933964
academy_398,페디아플러스서초학원,127.0120964,37.5029711
academy_399,바른입시가인학원,127.0109178,37.4997174
academy_400,서울리체피아노교습소,127.0120964,37.5029711
academy_401,정앤정잉글리쉬클럽영어교습소,127.0214472,37.4936329
academy_402,이해법양재우성점수학교습소,127.0320719,37.4747623
academy_403,제이비잉글리쉬영어교습소,127.0101908,37.5025316
academy_404,아이비(IVY)독서실,127.0239744,37.4984294
academy_405,반포지니엠국어학원,127.0011202,37.5059333
academy_406,경사모경매학원,127.012825,37.4880017
academy_407,실버베리토탈악세서리학원,127.0202372,37.5100761
academy_408,이주미영어교습소,127.0276521,37.4886653
academy_409,기타빌리지기타교습소,126.9877635,37.496656
academy_410,유디간호학원,127.0416584,37.4801296
academy_411,로고스영수전문학원,126.9887935,37.4781302
academy_412,에스비에스(SBS)방송아카데미문화예술원 서초캠퍼스학원,126.9885892,37.4865803
academy_413,모던케이실용음악학원,126.9821608,37.4786679
academy_414,와이제이클라식(YJKlassik)피아노교습소,127.0000656,37.4772981
academy_415,아트앤디자인미술교습소,127.0500995,37.4715837
academy_416,리얼수학학원,127.0112172,37.5010265
academy_417,오드실용음악아카데미학원,126.9855618,37.4855181
academy_418,노노스창업교육학원,127.0384429,37.480482
academy_419,아트피아연기학원,126.9822277,37.4804075
academy_420,빛미술교습소,126.9956953,37.5030941
academy_421,아트포마인드미술교습소,127.0259319,37.4922553
academy_422,아트슈에뜨화실(artchouette)미술교습소,126.9965569,37.4860355
academy_423,서초잠원이(e)해법수학교습소,127.0014445,37.5096033
academy_424,투탑과학수학전문학원,127.0041915,37.4824689
academy_425,박상준영어교습소,126.9991399,37.4797321
academy_426,뮤즈음악학원,126.9880473,37.4957393
academy_427,수아체2관학원,127.0042389,37.4823071
academy_428,천지수학교습소,127.0120964,37.5029711
academy_429,서초덕스어학원,127.011213,37.5004858
academy_430,첼로이야기음악교습소,127.0014445,37.5096033
academy_431,코렉트영어학원,127.0098927,37.5071155
academy_432,리드101영어학원,126.9956953,37.5030941
academy_433,하모니음악학원,126.9865979,37.4942041
academy_434,드림보컬실용음악학원,127.0260121,37.500014
academy_435,우지은더블유(W)스피치학원,127.0267067,37.4987763
academy_436,참수학교습소,127.0259319,37.4922553
academy_437,엘에스에이에듀어학원,127.0101396,37.5029817
academy_438,배쓰그만창의미술학원,127.0111962,37.5017651
academy_439,샵(#)음악교습소,126.9877635,37.496656
academy_440,빅토리입시LAB진학상담지도학원,126.9864195,37.4981942
academy_441,조엘피아노음악학원,126.9854378,37.4938518
academy_442,최상위해법영어수학의달인학원,127.0329323,37.4746702
academy_443,논변과소통논술교습소,127.0150422,37.4931021
academy_444,오라클자바교육학원,126.9822555,37.4808583
academy_445,서래에꼴드뮤직학원,126.9979501,37.4977069
academy_446,수학에미친사람들반포관학원,127.0113838,37.5021181
academy_447,서율학원,127.011213,37.5004858
academy_448,더베스트영어교습소,127.0440268,37.473499
academy_449,조은수학학원,127.0146492,37.5152647
academy_450,자라나는미술교습소,126.987741,37.4865911
academy_451,연세자이음악교습소,127.0098927,37.5071155
academy_452,이화성악교습소,127.0034252,37.506106
academy_453,플랜팅아트(planting Art)학원,127.0138644,37.4966695
academy_454,웅진씽크빅학습센터방배학원,126.990073,37.4939546
academy_455,에이치엠에이(HMA)수학전문학원,127.0091311,37.5133984
academy_456,디엑스수학시즌투학원,126.9869203,37.5021451
academy_457,임현미술교습소,127.0253957,37.4708599
academy_458,그룹티아이연기학원,127.0186302,37.5161808
academy_459,바니아트미술교습소,127.0320719,37.4747623
academy_460,샤크에듀학원,127.0072892,37.5072738
academy_461,국어신국어교습소,127.0140371,37.4964367
academy_462,멘토수학학원,126.991401,37.4843337
academy_463,(사)공동체사회포럼러닝컴학원,127.0194991,37.489535
academy_464,리만영재수학교습소,127.0259319,37.4922553
academy_465,네오스터디학원,127.008056,37.5074515
academy_466,서초이엠영어교습소,126.9892362,37.4956234
academy_467,마음그림미술교습소,127.0311952,37.4743587
academy_468,제이에이치에스(JHS)영재교육학원,126.989495,37.4948867
academy_469,해커스어학원강남제2별관학원,127.025563,37.498893
academy_470,생각의힘수학학원,126.9849788,37.4910005
academy_471,서초이화성악교습소,127.0190881,37.498479
academy_472,오영주프랑스발레바오솔학원,127.0433184,37.4802963
academy_473,바른영어교습소,127.0115643,37.5012907
academy_474,윤선생우리집앞영어교실서래영어교습소,126.9874554,37.4951846
academy_475,클랩어학원,127.0159887,37.4881903
academy_476,루키업스마트해법학원,127.0216186,37.4856871
academy_477,이룸(e)학원,126.9871492,37.5011109
academy_478,삼성영어방배직영학원,126.9893334,37.4951286
academy_479,한국광속독교습소,126.9946115,37.4801712
academy_480,자이키즈창작미술교습소,127.0098927,37.5071155
academy_481,크레용미술교습소,126.9845668,37.4788328
academy_482,인투(in2)학원,127.0144997,37.4948006
academy_483,유스발레컨서바토리학원,127.0126956,37.4858021
academy_484,토커스학원,126.9889629,37.4865384
academy_485,해신수학교습소,127.0072892,37.5072738
academy_486,민석사영어교습소,127.0259319,37.4922553
academy_487,더블유매쓰(W-math)수학교습소,127.0259319,37.4922553
academy_488,지메스학원,127.0398792,37.4716092
academy_489,삼성영어방배제2직영학원,126.9963195,37.4843395
academy_490,이메스터어학원,127.0057821,37.4827436
academy_491,메가스터디원격학원,127.0191596,37.4860992
academy_492,엠베스트원격학원,127.0191596,37.4860992
academy_493,강남부동산아카데미학원,127.0131141,37.4943926
academy_494,정성배국어교습소,127.0034252,37.506106
academy_495,달에서온토끼학원,127.0139811,37.4903721
academy_497,피피에스(PPS)수학교습소,127.0021861,37.5057261
academy_498,에듀플렉스에듀코치개별지도서초학원,127.0104685,37.5012004
academy_499,유카리일본어교습소,126.984064,37.479225
academy_500,서초커피엠비에이아카데미학원,127.0089157,37.4911857
academy_501,은성영어교습소,127.0034252,37.506106
academy_502,샤갈의꿈미술교습소,127.0174633,37.4999252
academy_503,창창중국어교습소,127.0021861,37.5057261
academy_504,데브기어교육학원,127.0222042,37.5040914
academy_505,애플공인교육센터MFK학원,127.0188545,37.5146059
academy_506,애프엘씨(FLC)영어교습소,126.9858601,37.4977479
academy_507,넘버원헤어아카데미학원,127.0077576,37.4864095
academy_508,디지털대성원격학원,126.9919413,37.4895644
academy_509,이튼하우스수학교습소,127.0194018,37.4961119
academy_510,펀액터스화술학원,127.0220294,37.4836721
academy_511,로뎀나무음악학원,127.0249649,37.4639903
academy_512,우면한우리독서토론논술교습소,127.0232419,37.4617505
academy_513,아트인게임아트(Art in GameArt)학원,126.9843988,37.4770473
