src,rel,tar
232,"""CURRENT_ADDRESS""",233
232,"""HAS_PHONE""",234
232,"""HAS_EMAIL""",235
236,"""CURRENT_ADDRESS""",237
236,"""HAS_PHONE""",238
236,"""HAS_EMAIL""",239
240,"""CURRENT_ADDRESS""",241
242,"""CURRENT_ADDRESS""",243
242,"""HAS_PHONE""",244
242,"""HAS_EMAIL""",245
246,"""CURRENT_ADDRESS""",243
246,"""HAS_PHONE""",247
246,"""HAS_EMAIL""",248
249,"""CURRENT_ADDRESS""",243
249,"""HAS_PHONE""",250
249,"""HAS_EMAIL""",251
252,"""CURRENT_ADDRESS""",253
252,"""HAS_PHONE""",254
252,"""HAS_EMAIL""",255
256,"""CURRENT_ADDRESS""",257
256,"""HAS_PHONE""",258
256,"""HAS_EMAIL""",259
260,"""CURRENT_ADDRESS""",261
260,"""HAS_PHONE""",262
260,"""HAS_EMAIL""",263
264,"""CURRENT_ADDRESS""",265
264,"""HAS_PHONE""",266
264,"""HAS_EMAIL""",267
268,"""CURRENT_ADDRESS""",269
268,"""HAS_PHONE""",270
268,"""HAS_EMAIL""",271
272,"""CURRENT_ADDRESS""",273
272,"""HAS_PHONE""",274
272,"""HAS_EMAIL""",275
276,"""CURRENT_ADDRESS""",277
276,"""HAS_PHONE""",278
276,"""HAS_EMAIL""",279
280,"""CURRENT_ADDRESS""",281
280,"""HAS_PHONE""",282
280,"""HAS_EMAIL""",283
284,"""CURRENT_ADDRESS""",285
284,"""HAS_PHONE""",286
284,"""HAS_EMAIL""",287
288,"""CURRENT_ADDRESS""",289
288,"""HAS_PHONE""",290
288,"""HAS_EMAIL""",291
292,"""CURRENT_ADDRESS""",293
292,"""HAS_PHONE""",294
292,"""HAS_EMAIL""",295
296,"""CURRENT_ADDRESS""",297
298,"""CURRENT_ADDRESS""",299
298,"""HAS_PHONE""",300
298,"""HAS_EMAIL""",301
302,"""CURRENT_ADDRESS""",303
302,"""HAS_PHONE""",304
302,"""HAS_EMAIL""",305
306,"""CURRENT_ADDRESS""",307
306,"""HAS_PHONE""",308
306,"""HAS_EMAIL""",309
310,"""CURRENT_ADDRESS""",311
310,"""HAS_PHONE""",312
310,"""HAS_EMAIL""",313
314,"""CURRENT_ADDRESS""",311
314,"""HAS_PHONE""",315
314,"""HAS_EMAIL""",316
317,"""CURRENT_ADDRESS""",318
319,"""CURRENT_ADDRESS""",320
319,"""HAS_PHONE""",321
319,"""HAS_EMAIL""",322
323,"""CURRENT_ADDRESS""",324
323,"""HAS_PHONE""",325
323,"""HAS_EMAIL""",326
327,"""CURRENT_ADDRESS""",328
327,"""HAS_PHONE""",329
327,"""HAS_EMAIL""",330
331,"""CURRENT_ADDRESS""",332
331,"""HAS_PHONE""",333
331,"""HAS_EMAIL""",334
335,"""CURRENT_ADDRESS""",336
335,"""HAS_PHONE""",337
335,"""HAS_EMAIL""",338
339,"""CURRENT_ADDRESS""",340
339,"""HAS_PHONE""",341
339,"""HAS_EMAIL""",342
343,"""CURRENT_ADDRESS""",344
343,"""HAS_PHONE""",345
343,"""HAS_EMAIL""",346
347,"""CURRENT_ADDRESS""",348
349,"""CURRENT_ADDRESS""",350
349,"""HAS_PHONE""",351
349,"""HAS_EMAIL""",352
353,"""CURRENT_ADDRESS""",354
353,"""HAS_PHONE""",355
353,"""HAS_EMAIL""",356
357,"""CURRENT_ADDRESS""",354
357,"""HAS_PHONE""",358
357,"""HAS_EMAIL""",359
360,"""CURRENT_ADDRESS""",354
360,"""HAS_PHONE""",361
360,"""HAS_EMAIL""",362
363,"""CURRENT_ADDRESS""",364
363,"""HAS_PHONE""",365
363,"""HAS_EMAIL""",366
367,"""CURRENT_ADDRESS""",368
369,"""CURRENT_ADDRESS""",370
369,"""HAS_PHONE""",371
369,"""HAS_EMAIL""",372
373,"""CURRENT_ADDRESS""",370
373,"""HAS_PHONE""",374
373,"""HAS_EMAIL""",375
376,"""CURRENT_ADDRESS""",370
376,"""HAS_PHONE""",377
376,"""HAS_EMAIL""",378
379,"""CURRENT_ADDRESS""",370
379,"""HAS_PHONE""",380
379,"""HAS_EMAIL""",381
382,"""CURRENT_ADDRESS""",383
382,"""HAS_PHONE""",384
382,"""HAS_EMAIL""",385
386,"""CURRENT_ADDRESS""",383
386,"""HAS_PHONE""",387
386,"""HAS_EMAIL""",388
389,"""CURRENT_ADDRESS""",390
389,"""HAS_PHONE""",391
389,"""HAS_EMAIL""",392
393,"""CURRENT_ADDRESS""",394
393,"""HAS_PHONE""",395
393,"""HAS_EMAIL""",396
397,"""CURRENT_ADDRESS""",398
397,"""HAS_PHONE""",399
397,"""HAS_EMAIL""",400
401,"""CURRENT_ADDRESS""",402
403,"""CURRENT_ADDRESS""",404
403,"""HAS_PHONE""",405
403,"""HAS_EMAIL""",406
407,"""CURRENT_ADDRESS""",408
407,"""HAS_PHONE""",409
407,"""HAS_EMAIL""",410
411,"""CURRENT_ADDRESS""",412
411,"""HAS_PHONE""",413
411,"""HAS_EMAIL""",414
415,"""CURRENT_ADDRESS""",416
415,"""HAS_PHONE""",417
415,"""HAS_EMAIL""",418
419,"""CURRENT_ADDRESS""",420
419,"""HAS_PHONE""",421
419,"""HAS_EMAIL""",422
423,"""CURRENT_ADDRESS""",424
423,"""HAS_PHONE""",425
423,"""HAS_EMAIL""",426
427,"""CURRENT_ADDRESS""",428
427,"""HAS_PHONE""",429
427,"""HAS_EMAIL""",430
431,"""CURRENT_ADDRESS""",432
433,"""CURRENT_ADDRESS""",432
433,"""HAS_PHONE""",434
433,"""HAS_EMAIL""",435
436,"""CURRENT_ADDRESS""",437
436,"""HAS_PHONE""",438
436,"""HAS_EMAIL""",439
440,"""CURRENT_ADDRESS""",441
440,"""HAS_PHONE""",442
440,"""HAS_EMAIL""",443
444,"""CURRENT_ADDRESS""",445
444,"""HAS_PHONE""",446
444,"""HAS_EMAIL""",447
448,"""CURRENT_ADDRESS""",449
448,"""HAS_PHONE""",450
448,"""HAS_EMAIL""",451
452,"""CURRENT_ADDRESS""",453
452,"""HAS_PHONE""",454
452,"""HAS_EMAIL""",455
456,"""CURRENT_ADDRESS""",457
456,"""HAS_PHONE""",458
456,"""HAS_EMAIL""",459
460,"""CURRENT_ADDRESS""",461
460,"""HAS_PHONE""",462
460,"""HAS_EMAIL""",463
464,"""CURRENT_ADDRESS""",465
464,"""HAS_PHONE""",466
464,"""HAS_EMAIL""",467
468,"""CURRENT_ADDRESS""",465
468,"""HAS_PHONE""",469
468,"""HAS_EMAIL""",470
471,"""CURRENT_ADDRESS""",472
471,"""HAS_PHONE""",473
471,"""HAS_EMAIL""",474
475,"""CURRENT_ADDRESS""",476
475,"""HAS_PHONE""",477
475,"""HAS_EMAIL""",478
479,"""CURRENT_ADDRESS""",480
479,"""HAS_PHONE""",481
479,"""HAS_EMAIL""",482
483,"""CURRENT_ADDRESS""",484
483,"""HAS_PHONE""",485
483,"""HAS_EMAIL""",486
487,"""CURRENT_ADDRESS""",484
487,"""HAS_PHONE""",488
487,"""HAS_EMAIL""",489
490,"""CURRENT_ADDRESS""",491
490,"""HAS_PHONE""",492
490,"""HAS_EMAIL""",493
494,"""CURRENT_ADDRESS""",495
496,"""CURRENT_ADDRESS""",497
496,"""HAS_PHONE""",498
496,"""HAS_EMAIL""",499
500,"""CURRENT_ADDRESS""",497
500,"""HAS_PHONE""",501
500,"""HAS_EMAIL""",502
503,"""CURRENT_ADDRESS""",504
505,"""CURRENT_ADDRESS""",506
505,"""HAS_PHONE""",507
505,"""HAS_EMAIL""",508
509,"""CURRENT_ADDRESS""",506
509,"""HAS_PHONE""",510
509,"""HAS_EMAIL""",511
512,"""CURRENT_ADDRESS""",513
512,"""HAS_PHONE""",514
512,"""HAS_EMAIL""",515
516,"""CURRENT_ADDRESS""",513
516,"""HAS_PHONE""",517
516,"""HAS_EMAIL""",518
519,"""CURRENT_ADDRESS""",520
519,"""HAS_PHONE""",521
519,"""HAS_EMAIL""",522
523,"""CURRENT_ADDRESS""",524
523,"""HAS_PHONE""",525
523,"""HAS_EMAIL""",526
527,"""CURRENT_ADDRESS""",528
527,"""HAS_PHONE""",529
527,"""HAS_EMAIL""",530
531,"""CURRENT_ADDRESS""",532
531,"""HAS_PHONE""",533
531,"""HAS_EMAIL""",534
535,"""CURRENT_ADDRESS""",536
535,"""HAS_PHONE""",537
535,"""HAS_EMAIL""",538
539,"""CURRENT_ADDRESS""",540
539,"""HAS_PHONE""",541
539,"""HAS_EMAIL""",542
543,"""CURRENT_ADDRESS""",540
543,"""HAS_PHONE""",544
543,"""HAS_EMAIL""",545
546,"""CURRENT_ADDRESS""",547
546,"""HAS_PHONE""",548
546,"""HAS_EMAIL""",549
550,"""CURRENT_ADDRESS""",551
550,"""HAS_PHONE""",552
550,"""HAS_EMAIL""",553
554,"""CURRENT_ADDRESS""",555
554,"""HAS_PHONE""",556
554,"""HAS_EMAIL""",557
558,"""CURRENT_ADDRESS""",559
558,"""HAS_PHONE""",560
558,"""HAS_EMAIL""",561
562,"""CURRENT_ADDRESS""",559
562,"""HAS_PHONE""",563
562,"""HAS_EMAIL""",564
565,"""CURRENT_ADDRESS""",566
565,"""HAS_PHONE""",567
565,"""HAS_EMAIL""",568
569,"""CURRENT_ADDRESS""",566
569,"""HAS_PHONE""",570
569,"""HAS_EMAIL""",571
572,"""CURRENT_ADDRESS""",573
572,"""HAS_PHONE""",574
572,"""HAS_EMAIL""",575
576,"""CURRENT_ADDRESS""",577
576,"""HAS_PHONE""",578
576,"""HAS_EMAIL""",579
580,"""CURRENT_ADDRESS""",581
580,"""HAS_PHONE""",582
580,"""HAS_EMAIL""",583
584,"""CURRENT_ADDRESS""",585
584,"""HAS_PHONE""",586
584,"""HAS_EMAIL""",587
588,"""CURRENT_ADDRESS""",589
588,"""HAS_PHONE""",590
588,"""HAS_EMAIL""",591
592,"""CURRENT_ADDRESS""",593
592,"""HAS_PHONE""",594
592,"""HAS_EMAIL""",595
596,"""CURRENT_ADDRESS""",597
596,"""HAS_PHONE""",598
596,"""HAS_EMAIL""",599
600,"""CURRENT_ADDRESS""",601
600,"""HAS_PHONE""",602
600,"""HAS_EMAIL""",603
604,"""CURRENT_ADDRESS""",605
604,"""HAS_PHONE""",606
604,"""HAS_EMAIL""",607
608,"""CURRENT_ADDRESS""",605
608,"""HAS_PHONE""",609
608,"""HAS_EMAIL""",610
611,"""CURRENT_ADDRESS""",605
611,"""HAS_PHONE""",612
611,"""HAS_EMAIL""",613
614,"""CURRENT_ADDRESS""",615
614,"""HAS_PHONE""",616
614,"""HAS_EMAIL""",617
618,"""CURRENT_ADDRESS""",619
618,"""HAS_PHONE""",620
618,"""HAS_EMAIL""",621
622,"""CURRENT_ADDRESS""",623
622,"""HAS_PHONE""",624
622,"""HAS_EMAIL""",625
626,"""CURRENT_ADDRESS""",627
626,"""HAS_PHONE""",628
626,"""HAS_EMAIL""",629
630,"""CURRENT_ADDRESS""",631
630,"""HAS_PHONE""",632
630,"""HAS_EMAIL""",633
634,"""CURRENT_ADDRESS""",635
634,"""HAS_PHONE""",636
634,"""HAS_EMAIL""",637
638,"""CURRENT_ADDRESS""",639
640,"""CURRENT_ADDRESS""",641
640,"""HAS_PHONE""",642
640,"""HAS_EMAIL""",643
644,"""CURRENT_ADDRESS""",645
646,"""CURRENT_ADDRESS""",647
646,"""HAS_PHONE""",648
646,"""HAS_EMAIL""",649
650,"""CURRENT_ADDRESS""",651
650,"""HAS_PHONE""",652
650,"""HAS_EMAIL""",653
654,"""CURRENT_ADDRESS""",655
654,"""HAS_PHONE""",656
654,"""HAS_EMAIL""",657
658,"""CURRENT_ADDRESS""",659
658,"""HAS_PHONE""",660
658,"""HAS_EMAIL""",661
662,"""CURRENT_ADDRESS""",663
662,"""HAS_PHONE""",664
662,"""HAS_EMAIL""",665
666,"""CURRENT_ADDRESS""",667
666,"""HAS_PHONE""",668
666,"""HAS_EMAIL""",669
670,"""CURRENT_ADDRESS""",671
670,"""HAS_PHONE""",672
670,"""HAS_EMAIL""",673
674,"""CURRENT_ADDRESS""",675
674,"""HAS_PHONE""",676
674,"""HAS_EMAIL""",677
678,"""CURRENT_ADDRESS""",679
678,"""HAS_PHONE""",680
678,"""HAS_EMAIL""",681
682,"""CURRENT_ADDRESS""",679
682,"""HAS_PHONE""",683
682,"""HAS_EMAIL""",684
685,"""CURRENT_ADDRESS""",686
685,"""HAS_PHONE""",687
685,"""HAS_EMAIL""",688
689,"""CURRENT_ADDRESS""",690
689,"""HAS_PHONE""",691
689,"""HAS_EMAIL""",692
693,"""CURRENT_ADDRESS""",694
693,"""HAS_PHONE""",695
693,"""HAS_EMAIL""",696
697,"""CURRENT_ADDRESS""",698
697,"""HAS_PHONE""",699
697,"""HAS_EMAIL""",700
701,"""CURRENT_ADDRESS""",702
701,"""HAS_PHONE""",703
701,"""HAS_EMAIL""",704
705,"""CURRENT_ADDRESS""",702
706,"""CURRENT_ADDRESS""",702
706,"""HAS_PHONE""",707
706,"""HAS_EMAIL""",708
709,"""CURRENT_ADDRESS""",710
709,"""HAS_PHONE""",711
709,"""HAS_EMAIL""",712
713,"""CURRENT_ADDRESS""",710
713,"""HAS_PHONE""",714
713,"""HAS_EMAIL""",715
716,"""CURRENT_ADDRESS""",717
716,"""HAS_PHONE""",718
716,"""HAS_EMAIL""",719
720,"""CURRENT_ADDRESS""",721
720,"""HAS_PHONE""",722
720,"""HAS_EMAIL""",723
724,"""CURRENT_ADDRESS""",725
726,"""CURRENT_ADDRESS""",727
728,"""CURRENT_ADDRESS""",729
728,"""HAS_PHONE""",730
728,"""HAS_EMAIL""",731
732,"""CURRENT_ADDRESS""",733
732,"""HAS_PHONE""",734
732,"""HAS_EMAIL""",735
736,"""CURRENT_ADDRESS""",737
736,"""HAS_PHONE""",738
736,"""HAS_EMAIL""",739
740,"""CURRENT_ADDRESS""",741
740,"""HAS_PHONE""",742
740,"""HAS_EMAIL""",743
744,"""CURRENT_ADDRESS""",745
744,"""HAS_PHONE""",746
744,"""HAS_EMAIL""",747
748,"""CURRENT_ADDRESS""",749
748,"""HAS_PHONE""",750
748,"""HAS_EMAIL""",751
752,"""CURRENT_ADDRESS""",753
752,"""HAS_PHONE""",754
752,"""HAS_EMAIL""",755
756,"""CURRENT_ADDRESS""",757
756,"""HAS_PHONE""",758
756,"""HAS_EMAIL""",759
760,"""CURRENT_ADDRESS""",761
760,"""HAS_PHONE""",762
760,"""HAS_EMAIL""",763
764,"""CURRENT_ADDRESS""",765
764,"""HAS_PHONE""",766
764,"""HAS_EMAIL""",767
768,"""CURRENT_ADDRESS""",769
768,"""HAS_PHONE""",770
768,"""HAS_EMAIL""",771
772,"""HAS_PHONE""",774
772,"""HAS_EMAIL""",775
776,"""CURRENT_ADDRESS""",777
776,"""HAS_PHONE""",778
776,"""HAS_EMAIL""",779
780,"""CURRENT_ADDRESS""",777
780,"""HAS_PHONE""",781
780,"""HAS_EMAIL""",782
783,"""CURRENT_ADDRESS""",777
784,"""CURRENT_ADDRESS""",785
784,"""HAS_PHONE""",786
784,"""HAS_EMAIL""",787
788,"""CURRENT_ADDRESS""",789
788,"""HAS_PHONE""",790
788,"""HAS_EMAIL""",791
792,"""CURRENT_ADDRESS""",793
792,"""HAS_PHONE""",794
792,"""HAS_EMAIL""",795
796,"""CURRENT_ADDRESS""",797
798,"""CURRENT_ADDRESS""",799
798,"""HAS_PHONE""",800
798,"""HAS_EMAIL""",801
802,"""CURRENT_ADDRESS""",803
802,"""HAS_PHONE""",804
802,"""HAS_EMAIL""",805
806,"""CURRENT_ADDRESS""",807
806,"""HAS_PHONE""",808
806,"""HAS_EMAIL""",809
810,"""CURRENT_ADDRESS""",807
810,"""HAS_PHONE""",811
810,"""HAS_EMAIL""",812
813,"""CURRENT_ADDRESS""",807
813,"""HAS_PHONE""",814
813,"""HAS_EMAIL""",815
816,"""CURRENT_ADDRESS""",817
816,"""HAS_PHONE""",818
816,"""HAS_EMAIL""",819
820,"""CURRENT_ADDRESS""",821
820,"""HAS_PHONE""",822
820,"""HAS_EMAIL""",823
824,"""CURRENT_ADDRESS""",825
824,"""HAS_PHONE""",826
824,"""HAS_EMAIL""",827
828,"""CURRENT_ADDRESS""",829
828,"""HAS_PHONE""",830
828,"""HAS_EMAIL""",831
832,"""CURRENT_ADDRESS""",833
832,"""HAS_PHONE""",834
832,"""HAS_EMAIL""",835
836,"""CURRENT_ADDRESS""",833
836,"""HAS_PHONE""",837
836,"""HAS_EMAIL""",838
839,"""CURRENT_ADDRESS""",840
839,"""HAS_PHONE""",841
839,"""HAS_EMAIL""",842
843,"""CURRENT_ADDRESS""",844
843,"""HAS_PHONE""",845
843,"""HAS_EMAIL""",846
847,"""CURRENT_ADDRESS""",848
849,"""CURRENT_ADDRESS""",850
849,"""HAS_PHONE""",851
849,"""HAS_EMAIL""",852
853,"""CURRENT_ADDRESS""",854
853,"""HAS_PHONE""",855
853,"""HAS_EMAIL""",856
857,"""CURRENT_ADDRESS""",858
857,"""HAS_PHONE""",859
857,"""HAS_EMAIL""",860
861,"""CURRENT_ADDRESS""",862
863,"""CURRENT_ADDRESS""",864
863,"""HAS_PHONE""",865
863,"""HAS_EMAIL""",866
867,"""CURRENT_ADDRESS""",864
867,"""HAS_PHONE""",868
867,"""HAS_EMAIL""",869
870,"""CURRENT_ADDRESS""",871
870,"""HAS_PHONE""",872
870,"""HAS_EMAIL""",873
874,"""CURRENT_ADDRESS""",871
874,"""HAS_PHONE""",875
874,"""HAS_EMAIL""",876
877,"""CURRENT_ADDRESS""",878
877,"""HAS_PHONE""",879
877,"""HAS_EMAIL""",880
881,"""CURRENT_ADDRESS""",882
881,"""HAS_PHONE""",883
881,"""HAS_EMAIL""",884
885,"""CURRENT_ADDRESS""",882
885,"""HAS_PHONE""",886
885,"""HAS_EMAIL""",887
888,"""CURRENT_ADDRESS""",889
888,"""HAS_PHONE""",890
888,"""HAS_EMAIL""",891
892,"""CURRENT_ADDRESS""",893
892,"""HAS_PHONE""",894
892,"""HAS_EMAIL""",895
896,"""CURRENT_ADDRESS""",897
896,"""HAS_PHONE""",898
896,"""HAS_EMAIL""",899
900,"""CURRENT_ADDRESS""",901
900,"""HAS_PHONE""",902
900,"""HAS_EMAIL""",903
904,"""CURRENT_ADDRESS""",905
904,"""HAS_PHONE""",906
904,"""HAS_EMAIL""",907
908,"""CURRENT_ADDRESS""",909
910,"""CURRENT_ADDRESS""",911
910,"""HAS_PHONE""",912
910,"""HAS_EMAIL""",913
914,"""CURRENT_ADDRESS""",911
914,"""HAS_PHONE""",915
914,"""HAS_EMAIL""",916
917,"""CURRENT_ADDRESS""",911
917,"""HAS_PHONE""",918
917,"""HAS_EMAIL""",919
920,"""CURRENT_ADDRESS""",911
920,"""HAS_PHONE""",921
920,"""HAS_EMAIL""",922
923,"""CURRENT_ADDRESS""",911
923,"""HAS_PHONE""",924
923,"""HAS_EMAIL""",925
926,"""CURRENT_ADDRESS""",927
926,"""HAS_PHONE""",928
926,"""HAS_EMAIL""",929
930,"""CURRENT_ADDRESS""",931
930,"""HAS_PHONE""",932
930,"""HAS_EMAIL""",933
934,"""CURRENT_ADDRESS""",935
934,"""HAS_PHONE""",936
934,"""HAS_EMAIL""",937
938,"""CURRENT_ADDRESS""",939
938,"""HAS_PHONE""",940
938,"""HAS_EMAIL""",941
942,"""CURRENT_ADDRESS""",943
942,"""HAS_PHONE""",944
942,"""HAS_EMAIL""",945
946,"""CURRENT_ADDRESS""",943
946,"""HAS_PHONE""",947
946,"""HAS_EMAIL""",948
949,"""CURRENT_ADDRESS""",950
951,"""CURRENT_ADDRESS""",952
951,"""HAS_PHONE""",953
951,"""HAS_EMAIL""",954
955,"""CURRENT_ADDRESS""",956
955,"""HAS_PHONE""",957
955,"""HAS_EMAIL""",958
959,"""CURRENT_ADDRESS""",960
961,"""CURRENT_ADDRESS""",962
961,"""HAS_PHONE""",963
961,"""HAS_EMAIL""",964
965,"""CURRENT_ADDRESS""",966
965,"""HAS_PHONE""",967
965,"""HAS_EMAIL""",968
969,"""CURRENT_ADDRESS""",970
969,"""HAS_PHONE""",971
969,"""HAS_EMAIL""",972
973,"""CURRENT_ADDRESS""",974
973,"""HAS_PHONE""",975
973,"""HAS_EMAIL""",976
977,"""CURRENT_ADDRESS""",978
977,"""HAS_PHONE""",979
977,"""HAS_EMAIL""",980
981,"""CURRENT_ADDRESS""",982
981,"""HAS_PHONE""",983
981,"""HAS_EMAIL""",984
985,"""CURRENT_ADDRESS""",986
985,"""HAS_PHONE""",987
985,"""HAS_EMAIL""",988
989,"""CURRENT_ADDRESS""",990
989,"""HAS_PHONE""",991
989,"""HAS_EMAIL""",992
993,"""CURRENT_ADDRESS""",994
993,"""HAS_PHONE""",995
993,"""HAS_EMAIL""",996
997,"""CURRENT_ADDRESS""",998
997,"""HAS_PHONE""",999
997,"""HAS_EMAIL""",1000
1001,"""CURRENT_ADDRESS""",1002
1001,"""HAS_PHONE""",1003
1001,"""HAS_EMAIL""",1004
1005,"""CURRENT_ADDRESS""",1006
1005,"""HAS_PHONE""",1007
1005,"""HAS_EMAIL""",1008
1009,"""CURRENT_ADDRESS""",1010
1009,"""HAS_PHONE""",1011
1009,"""HAS_EMAIL""",1012
1013,"""CURRENT_ADDRESS""",1014
1013,"""HAS_PHONE""",1015
1013,"""HAS_EMAIL""",1016
