src,rel,tar
apartment_1165010121,HAS_TYPE,apartmenttype_97
apartment_1165010121,HAS_TYPE,apartmenttype_98
apartment_1165010121,HAS_TYPE,apartmenttype_99
apartment_1165010121,HAS_TYPE,apartmenttype_100
apartment_1165010122,HAS_TYPE,apartmenttype_101
apartment_1165010122,HAS_TYPE,apartmenttype_102
apartment_1165010122,HAS_TYPE,apartmenttype_103
apartment_1165010122,HAS_TYPE,apartmenttype_104
apartment_1165010122,HAS_TYPE,apartmenttype_105
apartment_1165010122,HAS_TYPE,apartmenttype_106
apartment_1165010123,HAS_TYPE,apartmenttype_107
apartment_1165010123,HAS_TYPE,apartmenttype_108
apartment_1165010123,HAS_TYPE,apartmenttype_109
apartment_1165010123,HAS_TYPE,apartmenttype_110
apartment_1165010123,HAS_TYPE,apartmenttype_111
apartment_1165010123,HAS_TYPE,apartmenttype_112
apartment_1165010123,HAS_TYPE,apartmenttype_113
apartment_1165010123,HAS_TYPE,apartmenttype_114
apartment_1165010124,HAS_TYPE,apartmenttype_115
apartment_1165010124,HAS_TYPE,apartmenttype_116
apartment_1165010124,HAS_TYPE,apartmenttype_117
apartment_1165010124,HAS_TYPE,apartmenttype_118
apartment_1165010124,HAS_TYPE,apartmenttype_119
apartment_1165010125,HAS_TYPE,apartmenttype_120
apartment_1165010125,HAS_TYPE,apartmenttype_121
apartment_1165010125,HAS_TYPE,apartmenttype_122
apartment_1165010125,HAS_TYPE,apartmenttype_123
apartment_1165010126,HAS_TYPE,apartmenttype_124
apartment_1165010126,HAS_TYPE,apartmenttype_125
apartment_1165010126,HAS_TYPE,apartmenttype_126
apartment_1165010126,HAS_TYPE,apartmenttype_127
apartment_1165010127,HAS_TYPE,apartmenttype_128
apartment_1165010127,HAS_TYPE,apartmenttype_129
apartment_1165010127,HAS_TYPE,apartmenttype_130
apartment_1165010127,HAS_TYPE,apartmenttype_131
apartment_1165010127,HAS_TYPE,apartmenttype_132
apartment_1165010127,HAS_TYPE,apartmenttype_133
apartment_1165010127,HAS_TYPE,apartmenttype_134
apartment_1165010127,HAS_TYPE,apartmenttype_135
apartment_1165010127,HAS_TYPE,apartmenttype_136
apartment_1165010127,HAS_TYPE,apartmenttype_137
apartment_1165010127,HAS_TYPE,apartmenttype_138
apartment_1165010127,HAS_TYPE,apartmenttype_139
apartment_1165010128,HAS_TYPE,apartmenttype_140
apartment_1165010128,HAS_TYPE,apartmenttype_141
apartment_1165010128,HAS_TYPE,apartmenttype_142
apartment_1165010128,HAS_TYPE,apartmenttype_143
apartment_1165010129,HAS_TYPE,apartmenttype_144
apartment_1165010129,HAS_TYPE,apartmenttype_145
apartment_1165010129,HAS_TYPE,apartmenttype_146
apartment_1165010129,HAS_TYPE,apartmenttype_147
apartment_1165010129,HAS_TYPE,apartmenttype_148
apartment_1165010129,HAS_TYPE,apartmenttype_149
apartment_1165010129,HAS_TYPE,apartmenttype_150
apartment_1165010129,HAS_TYPE,apartmenttype_151
apartment_1165010129,HAS_TYPE,apartmenttype_152
apartment_1165010130,HAS_TYPE,apartmenttype_153
apartment_1165010130,HAS_TYPE,apartmenttype_154
apartment_1165010130,HAS_TYPE,apartmenttype_155
apartment_1165010130,HAS_TYPE,apartmenttype_156
apartment_1165010131,HAS_TYPE,apartmenttype_157
apartment_1165010131,HAS_TYPE,apartmenttype_158
apartment_1165010131,HAS_TYPE,apartmenttype_159
apartment_1165010132,HAS_TYPE,apartmenttype_160
apartment_1165010132,HAS_TYPE,apartmenttype_161
apartment_1165010133,HAS_TYPE,apartmenttype_162
apartment_1165010133,HAS_TYPE,apartmenttype_163
apartment_1165010133,HAS_TYPE,apartmenttype_164
apartment_1165010133,HAS_TYPE,apartmenttype_165
apartment_1165010133,HAS_TYPE,apartmenttype_166
apartment_1165010133,HAS_TYPE,apartmenttype_167
apartment_1165010133,HAS_TYPE,apartmenttype_168
apartment_1165010134,HAS_TYPE,apartmenttype_169
apartment_1165010134,HAS_TYPE,apartmenttype_170
apartment_1165010134,HAS_TYPE,apartmenttype_171
apartment_1165010134,HAS_TYPE,apartmenttype_172
apartment_1165010134,HAS_TYPE,apartmenttype_173
apartment_1165010134,HAS_TYPE,apartmenttype_174
apartment_1165010134,HAS_TYPE,apartmenttype_175
apartment_1165010134,HAS_TYPE,apartmenttype_176
apartment_1165010135,HAS_TYPE,apartmenttype_177
apartment_1165010135,HAS_TYPE,apartmenttype_178
apartment_1165010135,HAS_TYPE,apartmenttype_179
apartment_1165010135,HAS_TYPE,apartmenttype_180
apartment_1165010135,HAS_TYPE,apartmenttype_181
apartment_1165010135,HAS_TYPE,apartmenttype_182
apartment_1165010135,HAS_TYPE,apartmenttype_183
apartment_1165010135,HAS_TYPE,apartmenttype_184
apartment_1165010135,HAS_TYPE,apartmenttype_185
apartment_1165010135,HAS_TYPE,apartmenttype_186
apartment_1165010135,HAS_TYPE,apartmenttype_187
apartment_1165010135,HAS_TYPE,apartmenttype_188
apartment_1165010135,HAS_TYPE,apartmenttype_189
apartment_1165010135,HAS_TYPE,apartmenttype_190
apartment_1165010135,HAS_TYPE,apartmenttype_191
apartment_1165010135,HAS_TYPE,apartmenttype_192
apartment_1165010135,HAS_TYPE,apartmenttype_193
apartment_1165010136,HAS_TYPE,apartmenttype_194
apartment_1165010136,HAS_TYPE,apartmenttype_195
apartment_1165010136,HAS_TYPE,apartmenttype_196
apartment_1165010138,HAS_TYPE,apartmenttype_197
apartment_1165010138,HAS_TYPE,apartmenttype_198
apartment_1165010138,HAS_TYPE,apartmenttype_199
apartment_1165010138,HAS_TYPE,apartmenttype_200
apartment_1165010138,HAS_TYPE,apartmenttype_201
apartment_1165010138,HAS_TYPE,apartmenttype_202
apartment_1165010139,HAS_TYPE,apartmenttype_203
apartment_1165010139,HAS_TYPE,apartmenttype_204
apartment_1165010139,HAS_TYPE,apartmenttype_205
apartment_1165010139,HAS_TYPE,apartmenttype_206
apartment_1165010139,HAS_TYPE,apartmenttype_207
apartment_1165010139,HAS_TYPE,apartmenttype_208
apartment_1165010139,HAS_TYPE,apartmenttype_209
apartment_1165010139,HAS_TYPE,apartmenttype_210
apartment_1165010139,HAS_TYPE,apartmenttype_211
apartment_1165010139,HAS_TYPE,apartmenttype_212
apartment_1165010139,HAS_TYPE,apartmenttype_213
apartment_1165010139,HAS_TYPE,apartmenttype_214
apartment_1165010139,HAS_TYPE,apartmenttype_215
apartment_1165010139,HAS_TYPE,apartmenttype_216
apartment_1165010139,HAS_TYPE,apartmenttype_217
apartment_1165010140,HAS_TYPE,apartmenttype_218
apartment_1165010140,HAS_TYPE,apartmenttype_219
apartment_1165010140,HAS_TYPE,apartmenttype_220
apartment_1165010140,HAS_TYPE,apartmenttype_221
apartment_1165010140,HAS_TYPE,apartmenttype_222
apartment_1165010140,HAS_TYPE,apartmenttype_223
apartment_1165010140,HAS_TYPE,apartmenttype_224
apartment_1165010140,HAS_TYPE,apartmenttype_225
apartment_1165010140,HAS_TYPE,apartmenttype_226
apartment_1165010140,HAS_TYPE,apartmenttype_227
apartment_1165010140,HAS_TYPE,apartmenttype_228
apartment_1165010201,HAS_TYPE,apartmenttype_229
apartment_1165010201,HAS_TYPE,apartmenttype_230
apartment_1165010201,HAS_TYPE,apartmenttype_231
apartment_1165010201,HAS_TYPE,apartmenttype_232
apartment_1165010202,HAS_TYPE,apartmenttype_233
apartment_1165010203,HAS_TYPE,apartmenttype_234
apartment_1165010203,HAS_TYPE,apartmenttype_235
apartment_1165010203,HAS_TYPE,apartmenttype_236
apartment_1165010203,HAS_TYPE,apartmenttype_237
apartment_1165010203,HAS_TYPE,apartmenttype_238
apartment_1165010301,HAS_TYPE,apartmenttype_239
apartment_1165010302,HAS_TYPE,apartmenttype_240
apartment_1165010302,HAS_TYPE,apartmenttype_241
apartment_1165010303,HAS_TYPE,apartmenttype_242
apartment_1165010304,HAS_TYPE,apartmenttype_243
apartment_1165010305,HAS_TYPE,apartmenttype_244
apartment_1165010305,HAS_TYPE,apartmenttype_245
apartment_1165010305,HAS_TYPE,apartmenttype_246
apartment_1165010305,HAS_TYPE,apartmenttype_247
apartment_1165010306,HAS_TYPE,apartmenttype_248
apartment_1165010306,HAS_TYPE,apartmenttype_249
apartment_1165010306,HAS_TYPE,apartmenttype_250
apartment_1165010307,HAS_TYPE,apartmenttype_251
apartment_1165010307,HAS_TYPE,apartmenttype_252
apartment_1165010307,HAS_TYPE,apartmenttype_253
apartment_1165010307,HAS_TYPE,apartmenttype_254
apartment_1165010308,HAS_TYPE,apartmenttype_255
apartment_1165010308,HAS_TYPE,apartmenttype_256
apartment_1165010308,HAS_TYPE,apartmenttype_257
apartment_1165010308,HAS_TYPE,apartmenttype_258
apartment_1165010309,HAS_TYPE,apartmenttype_259
apartment_1165010309,HAS_TYPE,apartmenttype_260
apartment_1165010310,HAS_TYPE,apartmenttype_261
apartment_1165010310,HAS_TYPE,apartmenttype_262
apartment_1165010310,HAS_TYPE,apartmenttype_263
apartment_1165010310,HAS_TYPE,apartmenttype_264
apartment_1165010311,HAS_TYPE,apartmenttype_265
apartment_1165010311,HAS_TYPE,apartmenttype_266
apartment_1165010311,HAS_TYPE,apartmenttype_267
apartment_1165010311,HAS_TYPE,apartmenttype_268
apartment_1165010311,HAS_TYPE,apartmenttype_269
apartment_1165010311,HAS_TYPE,apartmenttype_270
apartment_1165010311,HAS_TYPE,apartmenttype_271
apartment_1165010311,HAS_TYPE,apartmenttype_272
apartment_1165010311,HAS_TYPE,apartmenttype_273
apartment_1165010311,HAS_TYPE,apartmenttype_274
apartment_1165010311,HAS_TYPE,apartmenttype_275
apartment_1165010311,HAS_TYPE,apartmenttype_276
apartment_1165010312,HAS_TYPE,apartmenttype_277
apartment_1165010312,HAS_TYPE,apartmenttype_278
apartment_1165010312,HAS_TYPE,apartmenttype_279
apartment_1165010312,HAS_TYPE,apartmenttype_280
apartment_1165010312,HAS_TYPE,apartmenttype_281
apartment_1165010312,HAS_TYPE,apartmenttype_282
apartment_1165010312,HAS_TYPE,apartmenttype_283
apartment_1165010312,HAS_TYPE,apartmenttype_284
apartment_1165010312,HAS_TYPE,apartmenttype_285
apartment_1165010312,HAS_TYPE,apartmenttype_286
apartment_1165010312,HAS_TYPE,apartmenttype_287
apartment_1165010313,HAS_TYPE,apartmenttype_288
apartment_1165010313,HAS_TYPE,apartmenttype_289
apartment_1165010313,HAS_TYPE,apartmenttype_290
apartment_1165010313,HAS_TYPE,apartmenttype_291
apartment_1165010314,HAS_TYPE,apartmenttype_292
apartment_1165010314,HAS_TYPE,apartmenttype_293
apartment_1165010314,HAS_TYPE,apartmenttype_294
apartment_1165010314,HAS_TYPE,apartmenttype_295
apartment_1165010314,HAS_TYPE,apartmenttype_296
apartment_1165010314,HAS_TYPE,apartmenttype_297
apartment_1165010602,HAS_TYPE,apartmenttype_298
apartment_1165010602,HAS_TYPE,apartmenttype_299
apartment_1165010602,HAS_TYPE,apartmenttype_300
apartment_1165010602,HAS_TYPE,apartmenttype_301
apartment_1165010602,HAS_TYPE,apartmenttype_302
apartment_1165010602,HAS_TYPE,apartmenttype_303
apartment_1165010602,HAS_TYPE,apartmenttype_304
apartment_1165010602,HAS_TYPE,apartmenttype_305
apartment_1165010602,HAS_TYPE,apartmenttype_306
apartment_1165010602,HAS_TYPE,apartmenttype_307
apartment_1165010602,HAS_TYPE,apartmenttype_308
apartment_1165010603,HAS_TYPE,apartmenttype_309
apartment_1165010603,HAS_TYPE,apartmenttype_310
apartment_1165010603,HAS_TYPE,apartmenttype_311
apartment_1165010603,HAS_TYPE,apartmenttype_312
apartment_1165010604,HAS_TYPE,apartmenttype_313
apartment_1165010604,HAS_TYPE,apartmenttype_314
apartment_1165010604,HAS_TYPE,apartmenttype_315
apartment_1165010604,HAS_TYPE,apartmenttype_316
apartment_1165010604,HAS_TYPE,apartmenttype_317
apartment_1165010604,HAS_TYPE,apartmenttype_318
apartment_1165010604,HAS_TYPE,apartmenttype_319
apartment_1165010604,HAS_TYPE,apartmenttype_320
apartment_1165010604,HAS_TYPE,apartmenttype_321
apartment_1165010604,HAS_TYPE,apartmenttype_322
apartment_1165010605,HAS_TYPE,apartmenttype_323
apartment_1165010605,HAS_TYPE,apartmenttype_324
apartment_1165010606,HAS_TYPE,apartmenttype_325
apartment_1165010606,HAS_TYPE,apartmenttype_326
apartment_1165010606,HAS_TYPE,apartmenttype_327
apartment_1165010606,HAS_TYPE,apartmenttype_328
apartment_1165010606,HAS_TYPE,apartmenttype_329
apartment_1165010607,HAS_TYPE,apartmenttype_330
apartment_1165010607,HAS_TYPE,apartmenttype_331
apartment_1165010608,HAS_TYPE,apartmenttype_332
apartment_1165010608,HAS_TYPE,apartmenttype_333
apartment_1165010609,HAS_TYPE,apartmenttype_334
apartment_1165010609,HAS_TYPE,apartmenttype_335
apartment_1165010609,HAS_TYPE,apartmenttype_336
apartment_1165010609,HAS_TYPE,apartmenttype_337
apartment_1165010610,HAS_TYPE,apartmenttype_338
apartment_1165010610,HAS_TYPE,apartmenttype_339
apartment_1165010610,HAS_TYPE,apartmenttype_340
apartment_1165010610,HAS_TYPE,apartmenttype_341
apartment_1165010610,HAS_TYPE,apartmenttype_342
apartment_1165010611,HAS_TYPE,apartmenttype_343
apartment_1165010611,HAS_TYPE,apartmenttype_344
apartment_1165010611,HAS_TYPE,apartmenttype_345
apartment_1165010611,HAS_TYPE,apartmenttype_346
apartment_1165010611,HAS_TYPE,apartmenttype_347
apartment_1165010611,HAS_TYPE,apartmenttype_348
apartment_1165010612,HAS_TYPE,apartmenttype_349
apartment_1165010612,HAS_TYPE,apartmenttype_350
apartment_1165010612,HAS_TYPE,apartmenttype_351
apartment_1165010612,HAS_TYPE,apartmenttype_352
apartment_1165010614,HAS_TYPE,apartmenttype_353
apartment_1165010615,HAS_TYPE,apartmenttype_354
apartment_1165010615,HAS_TYPE,apartmenttype_355
apartment_1165010616,HAS_TYPE,apartmenttype_356
apartment_1165010616,HAS_TYPE,apartmenttype_357
apartment_1165010616,HAS_TYPE,apartmenttype_358
apartment_1165010616,HAS_TYPE,apartmenttype_359
apartment_1165010616,HAS_TYPE,apartmenttype_360
apartment_1165010617,HAS_TYPE,apartmenttype_361
apartment_1165010617,HAS_TYPE,apartmenttype_362
apartment_1165010618,HAS_TYPE,apartmenttype_363
apartment_1165010618,HAS_TYPE,apartmenttype_364
apartment_1165010619,HAS_TYPE,apartmenttype_365
apartment_1165010620,HAS_TYPE,apartmenttype_366
apartment_1165010620,HAS_TYPE,apartmenttype_367
apartment_1165010621,HAS_TYPE,apartmenttype_368
apartment_1165010621,HAS_TYPE,apartmenttype_369
apartment_1165010622,HAS_TYPE,apartmenttype_370
apartment_1165010622,HAS_TYPE,apartmenttype_371
apartment_1165010622,HAS_TYPE,apartmenttype_372
apartment_1165010622,HAS_TYPE,apartmenttype_373
apartment_1165010622,HAS_TYPE,apartmenttype_374
apartment_1165010622,HAS_TYPE,apartmenttype_375
apartment_1165010622,HAS_TYPE,apartmenttype_376
apartment_1165010622,HAS_TYPE,apartmenttype_377
apartment_1165010622,HAS_TYPE,apartmenttype_378
apartment_1165010623,HAS_TYPE,apartmenttype_379
apartment_1165010623,HAS_TYPE,apartmenttype_380
apartment_1165010623,HAS_TYPE,apartmenttype_381
apartment_1165010623,HAS_TYPE,apartmenttype_382
apartment_1165010623,HAS_TYPE,apartmenttype_383
apartment_1165010623,HAS_TYPE,apartmenttype_384
apartment_1165010623,HAS_TYPE,apartmenttype_385
apartment_1165010624,HAS_TYPE,apartmenttype_386
apartment_1165010624,HAS_TYPE,apartmenttype_387
apartment_1165010625,HAS_TYPE,apartmenttype_388
apartment_1165010625,HAS_TYPE,apartmenttype_389
apartment_1165010625,HAS_TYPE,apartmenttype_390
apartment_1165010626,HAS_TYPE,apartmenttype_391
apartment_1165010626,HAS_TYPE,apartmenttype_392
apartment_1165010626,HAS_TYPE,apartmenttype_393
apartment_1165010626,HAS_TYPE,apartmenttype_394
apartment_1165010626,HAS_TYPE,apartmenttype_395
apartment_1165010626,HAS_TYPE,apartmenttype_396
apartment_1165010627,HAS_TYPE,apartmenttype_397
apartment_1165010627,HAS_TYPE,apartmenttype_398
apartment_1165010627,HAS_TYPE,apartmenttype_399
apartment_1165010628,HAS_TYPE,apartmenttype_400
apartment_1165010629,HAS_TYPE,apartmenttype_401
apartment_1165010629,HAS_TYPE,apartmenttype_402
apartment_1165010629,HAS_TYPE,apartmenttype_403
apartment_1165010630,HAS_TYPE,apartmenttype_404
apartment_1165010631,HAS_TYPE,apartmenttype_405
apartment_1165010631,HAS_TYPE,apartmenttype_406
apartment_1165010632,HAS_TYPE,apartmenttype_407
apartment_1165010632,HAS_TYPE,apartmenttype_408
apartment_1165010632,HAS_TYPE,apartmenttype_409
apartment_1165010632,HAS_TYPE,apartmenttype_410
apartment_1165010632,HAS_TYPE,apartmenttype_411
apartment_1165010632,HAS_TYPE,apartmenttype_412
apartment_1165010632,HAS_TYPE,apartmenttype_413
apartment_1165010632,HAS_TYPE,apartmenttype_414
apartment_1165010632,HAS_TYPE,apartmenttype_415
apartment_1165010632,HAS_TYPE,apartmenttype_416
apartment_1165010633,HAS_TYPE,apartmenttype_417
apartment_1165010633,HAS_TYPE,apartmenttype_418
apartment_1165010633,HAS_TYPE,apartmenttype_419
apartment_1165010633,HAS_TYPE,apartmenttype_420
apartment_1165010634,HAS_TYPE,apartmenttype_421
apartment_1165010634,HAS_TYPE,apartmenttype_422
apartment_1165010634,HAS_TYPE,apartmenttype_423
apartment_1165010635,HAS_TYPE,apartmenttype_424
apartment_1165010635,HAS_TYPE,apartmenttype_425
apartment_1165010635,HAS_TYPE,apartmenttype_426
apartment_1165010636,HAS_TYPE,apartmenttype_427
apartment_1165010636,HAS_TYPE,apartmenttype_428
apartment_1165010636,HAS_TYPE,apartmenttype_429
apartment_1165010636,HAS_TYPE,apartmenttype_430
apartment_1165010636,HAS_TYPE,apartmenttype_431
apartment_1165010636,HAS_TYPE,apartmenttype_432
apartment_1165010637,HAS_TYPE,apartmenttype_433
apartment_1165010638,HAS_TYPE,apartmenttype_434
apartment_1165010638,HAS_TYPE,apartmenttype_435
apartment_1165010638,HAS_TYPE,apartmenttype_436
apartment_1165010638,HAS_TYPE,apartmenttype_437
apartment_1165010638,HAS_TYPE,apartmenttype_438
apartment_1165010638,HAS_TYPE,apartmenttype_439
apartment_1165010638,HAS_TYPE,apartmenttype_440
apartment_1165010638,HAS_TYPE,apartmenttype_441
apartment_1165010638,HAS_TYPE,apartmenttype_442
apartment_1165010638,HAS_TYPE,apartmenttype_443
apartment_1165010638,HAS_TYPE,apartmenttype_444
apartment_1165010639,HAS_TYPE,apartmenttype_445
apartment_1165010639,HAS_TYPE,apartmenttype_446
apartment_1165010640,HAS_TYPE,apartmenttype_447
apartment_1165010640,HAS_TYPE,apartmenttype_448
apartment_1165010640,HAS_TYPE,apartmenttype_449
apartment_1165010640,HAS_TYPE,apartmenttype_450
apartment_1165010640,HAS_TYPE,apartmenttype_451
apartment_1165010640,HAS_TYPE,apartmenttype_452
apartment_1165010640,HAS_TYPE,apartmenttype_453
apartment_1165010640,HAS_TYPE,apartmenttype_454
apartment_1165010640,HAS_TYPE,apartmenttype_455
apartment_1165010640,HAS_TYPE,apartmenttype_456
apartment_1165010640,HAS_TYPE,apartmenttype_457
apartment_1165010640,HAS_TYPE,apartmenttype_458
apartment_1165010640,HAS_TYPE,apartmenttype_459
apartment_1165010641,HAS_TYPE,apartmenttype_460
apartment_1165010641,HAS_TYPE,apartmenttype_461
apartment_1165010641,HAS_TYPE,apartmenttype_462
apartment_1165010641,HAS_TYPE,apartmenttype_463
apartment_1165010641,HAS_TYPE,apartmenttype_464
apartment_1165010641,HAS_TYPE,apartmenttype_465
apartment_1165010642,HAS_TYPE,apartmenttype_466
apartment_1165010642,HAS_TYPE,apartmenttype_467
apartment_1165010643,HAS_TYPE,apartmenttype_468
apartment_1165010643,HAS_TYPE,apartmenttype_469
apartment_1165010643,HAS_TYPE,apartmenttype_470
apartment_1165010643,HAS_TYPE,apartmenttype_471
apartment_1165010643,HAS_TYPE,apartmenttype_472
apartment_1165010643,HAS_TYPE,apartmenttype_473
apartment_1165010643,HAS_TYPE,apartmenttype_474
apartment_1165010643,HAS_TYPE,apartmenttype_475
apartment_1165010646,HAS_TYPE,apartmenttype_476
apartment_1165010646,HAS_TYPE,apartmenttype_477
apartment_1165010646,HAS_TYPE,apartmenttype_478
apartment_1165010647,HAS_TYPE,apartmenttype_479
apartment_1165010647,HAS_TYPE,apartmenttype_480
apartment_1165010647,HAS_TYPE,apartmenttype_481
apartment_1165010647,HAS_TYPE,apartmenttype_482
apartment_1165010647,HAS_TYPE,apartmenttype_483
apartment_1165010648,HAS_TYPE,apartmenttype_484
apartment_1165010648,HAS_TYPE,apartmenttype_485
apartment_1165010648,HAS_TYPE,apartmenttype_486
apartment_1165010648,HAS_TYPE,apartmenttype_487
apartment_1165010648,HAS_TYPE,apartmenttype_488
apartment_1165010648,HAS_TYPE,apartmenttype_489
apartment_1165010648,HAS_TYPE,apartmenttype_490
apartment_1165010648,HAS_TYPE,apartmenttype_491
apartment_1165010648,HAS_TYPE,apartmenttype_492
apartment_1165010648,HAS_TYPE,apartmenttype_493
apartment_1165010649,HAS_TYPE,apartmenttype_494
apartment_1165010649,HAS_TYPE,apartmenttype_495
apartment_1165010649,HAS_TYPE,apartmenttype_496
apartment_1165010649,HAS_TYPE,apartmenttype_497
apartment_1165010649,HAS_TYPE,apartmenttype_498
apartment_1165010649,HAS_TYPE,apartmenttype_499
apartment_1165010650,HAS_TYPE,apartmenttype_500
apartment_1165010650,HAS_TYPE,apartmenttype_501
apartment_1165010650,HAS_TYPE,apartmenttype_502
apartment_1165010650,HAS_TYPE,apartmenttype_503
apartment_1165010650,HAS_TYPE,apartmenttype_504
apartment_1165010651,HAS_TYPE,apartmenttype_505
apartment_1165010651,HAS_TYPE,apartmenttype_506
apartment_1165010651,HAS_TYPE,apartmenttype_507
apartment_1165010651,HAS_TYPE,apartmenttype_508
apartment_1165010651,HAS_TYPE,apartmenttype_509
apartment_1165010651,HAS_TYPE,apartmenttype_510
apartment_1165010701,HAS_TYPE,apartmenttype_511
apartment_1165010701,HAS_TYPE,apartmenttype_512
apartment_1165010701,HAS_TYPE,apartmenttype_513
apartment_1165010701,HAS_TYPE,apartmenttype_514
apartment_1165010701,HAS_TYPE,apartmenttype_515
apartment_1165010701,HAS_TYPE,apartmenttype_516
